naimenovanie	cena	ssylka_na_stranicu
Дверь межкомнатная глухая Классика 1800*900мм	4990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_klassika_1800_900_b_kor_dgshch_18_9/
Дверь межкомнатная глухая Классика 2000*900мм	4990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_klassika_2000_900_b_kor_dgshch_20_9/
Дверь межкомнатная глухая Модерн 2000*600мм	5990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_modern_2000_600_b_kor/
Дверь межкомнатная глухая Модерн 2000*700мм	6990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_modern_2000_700_b_kor/
Дверь межкомнатная глухая Модерн 2000*800мм	6990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_modern_2000_800mm/
Дверь межкомнатная глухая Модерн 2000*900мм	6990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_modern_2000_900_b_kor/
Дверь межкомнатная глухая Эконом 2000*600мм	3990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_ekonom_2000_600mm/
Дверь межкомнатная глухая Эконом 2000*700мм	3900,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_ekonom_2000_700mm/
Дверь межкомнатная глухая Эконом 2000*800мм	3990,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_ekonom_2000_800mm/
Дверь межкомнатная глухая Элегант 2000*600мм	4890,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_elegant_2_2000_600_b_kor_dfg_20_6/
Дверь межкомнатная глухая Элегант 2000*800мм	4890,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_glukhaya_elegant_2_2000_800_b_kor_dfg_20_8/
Дверь межкомнатная со стеклом Ампир 2000*700мм	8690,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_so_steklom_ampir_2000_700_b_kor/
Дверь межкомнатная со стеклом Ампир 2000*800мм	8690,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/dvernoy_massiv_sosna/dver_so_steklom_ampir_2000_800_b_kor/
Доска декоративная 18*78*1800мм сосна сорт Экстра сращенная (с фаской R5 на углах)	329,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/brusok_montazhnyy/reyka_srashchennaya_dlya_dekora_sten_18_78_1800mm_sosna_sort_ekstra_s_faskoy_r3_na_uglakh/
Доска декоративная 18*90*3000мм сосна сорт Экстра сращенная (с фаской R5 на углах)	890,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/brusok_montazhnyy/doska_dekorativnaya_18_90_3000mm_sosna_sort_ekstra_srashchennaya_s_faskoy_r5_na_uglakh/
Доска декоративная 18*98*1600мм сосна сорт Экстра сращенная (с фаской R5 на углах)	299,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/brusok_montazhnyy/reyka_srashchennaya_dlya_dekora_sten_18_98_1600mm_sosna_sort_ekstra_s_faskoy_r3_na_uglakh/
Доска доборная клееная 14*110*2200мм сорт Экстра	639,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/doska_dobornaya_1/doska_dobornaya_kleenaya_14_110_2200mm_sort_ekstra/
Доска доборная клееная 14*135*2200мм сорт Экстра	719,00	https://xn--e1alcpii.xn--p1ai/catalog/dveri_derevyannye_steklyannye/doska_dobornaya_1/doska_dobornaya_kleenaya_14_135_2200mm_sort_ekstra/
Доска обрезная 25*100*2000мм 5 сорт (ТУ заборная) естественной влажности хвойные породы	39,95	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_2000mm_5_sort_tu_zabornaya_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*3000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	112,43	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_3000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*3000мм 5 сорт (ТУ заборная) естественной влажности хвойные породы	86,18	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_3000mm_5_sort_tu_zabornaya_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*4000мм 3-4 сорт ТУ естественной влажности хвойные породы	169,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_4000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*5000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	236,25	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_5000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	298,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*6000мм 3-4 сорт ТУ естественной влажности хвойные породы	265,35	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_6000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*6000мм 5 сорт ТУ естественной влажности хвойные породы	175,35	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_6000mm_5_sort_tu_stroitelnaya_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*100*6000мм естественной влажности 1 сорт дисковый распил ель/сосна	343,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_6000mm_estestvennoy_vlazhnosti_1_sort_diskovyy_raspil_el_sosna/
Доска обрезная 25*100/120/150*1900-2000мм 5 сорт (ТУ строительная) естественной влажности хвойные породы	6490,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_120_150_1900_2000_zabornaya_5_sort_prodaetsya_tolko_kladochnym_kubom/
Доска обрезная 25*120*4000мм 3-4 сорт ТУ естественной влажности хвойные породы	190,80	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_120_4000mm_3_4_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*120*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	341,82	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_120_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*120*6000мм 3-4 сорт ТУ естественной влажности хвойные породы	286,20	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_120_6000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*150*3000мм 3-4 сорт ТУ естественной влажности хвойные породы	168,64	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_3000_tu_3_4_sort/
Доска обрезная 25*150*4000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	328,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_4000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*150*4000мм 3-4 сорт ТУ естественной влажности хвойные породы	268,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_4000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*150*4000мм 5 сорт ТУ естественной влажности хвойные породы	193,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_4000mm_tu_5_sort_silnyy_obzol/
Доска обрезная 25*150*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	470,25	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*150*6000мм 5 сорт ТУ естественной влажности хвойные породы	357,75	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_6000mm_5_sort_tu_stroitelnaya_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*150*6000мм естественной влажности 1 сорт дисковый распил ель/сосна	537,76	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_6000mm_estestvennoy_vlazhnosti_1_sort_diskovyy_raspil_el_sosna/
Доска обрезная 25*200*6000 ТУ 3-4 сорт естественной влажности хвойные породы	537,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_200_6000_tu_3_4_sort_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 25*200*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	597,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_200_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 30*150*4000мм 3-4 сорт ТУ естественной влажности хвойные породы	341,82	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_30_150_4000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 30*150*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	585,90	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_30_150_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 30*150*6000мм 5 сорт ТУ естественной влажности хвойные породы	375,30	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_30_150_6000mm_5_sort_tu_stroitelnaya_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 40*150*5000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	597,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_40_150_5000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 40*150*6000мм 1 сорт дисковый распил, естественной влажности ель/сосна	788,40	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_40_150_6000mm_1_sort_gost_8486_86_diskovyy_raspil_estestvennoy_vlazhnosti_el_sosna/
Доска обрезная 40*150*6000мм 3-4 сорт ТУ естественной влажности хвойные породы	608,40	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_40_150_6000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*100*3000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	283,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_3000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*100*3000мм 3-4 сорт ТУ естественной влажности хвойные породы	238,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_3000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*100*4000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	409,80	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_4000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*100*4000мм 3-4 сорт ТУ естественной влажности хвойные породы	339,80	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_4000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*100*6000мм 1 сорт дисковый распил, естественной влажности ель/сосна	657,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_6000mm_1_sort_gost_8486_86_diskovyy_raspil_estestvennoy_vlazhnosti_el_sosna/
Доска обрезная 50*100*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	621,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*100*6000мм 3-4 сорт ТУ естественной влажности хвойные породы	569,70	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_6000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*3000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	425,25	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_3000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*3000мм 3-4 сорт ТУ естественной влажности хвойные породы	357,75	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_3000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*4000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	567,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_4000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*4000мм 3-4 сорт ТУ естественной влажности хвойные породы	507,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_4000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*5500мм 3-4 сорт ТУ естественной влажности хвойные породы	638,98	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_5500mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*6000мм 1 сорт дисковый распил, естественной влажности ель/сосна	985,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_6000mm_1_sort_gost_8486_86_diskovyy_raspil_estestvennoy_vlazhnosti_el_sosna/
Доска обрезная 50*150*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	831,51	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*150*6000мм 3-4 сорт ТУ естественной влажности хвойные породы	715,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_150_6000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*200*3000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	567,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_200_3000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*200*3000мм 3-4 сорт ТУ естественной влажности хвойные породы	477,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_200_3000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*200*4000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	867,60	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_200_4000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*200*6000мм 1-3 сорт (ГОСТ 8486-86) естественной влажности хвойные породы	1108,38	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_200_6000mm_1_3_sort_gost_8486_86_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная 50*200*6000мм 3-4 сорт ТУ естественной влажности хвойные породы	954,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_200_6000mm_3_4_sort_tu_estestvennoy_vlazhnosti_khvoynye_porody/
Доска обрезная камерной сушки 25*100*6000мм 3-4 сорт (ГОСТ 26002-83) хвойные породы	298,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_100_6000mm_3_4_sort_gost_26002_83_kamernoy_sushki_khvoynye_porody/
Доска обрезная камерной сушки 25*100*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	374,85	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_100_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 25*100*6000мм ель/сосна 5 сорт дисковый распил (10-18%)	253,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_100_6000mm_el_sosna_5_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 25*120*6000мм 3-4 сорт (ГОСТ 26002-83) хвойные породы	358,20	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_120_6000mm_3_4_sort_gost_26002_83_khvoynye_porody/
Доска обрезная камерной сушки 25*120*6000мм Отборная 1 сорт Ель 100% дисковый распил (10-15%)	430,20	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_120_6000mm_otbornaya_1_sort_el_100_diskovyy_raspil_10_15_/
Доска обрезная камерной сушки 25*120*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	449,82	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_120_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 25*120*6000мм ель/сосна 5 сорт дисковый распил (10-18%)	286,20	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_120_6000mm_el_sosna_5_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 25*150*6000мм 3-4 сорт (ГОСТ 26002-83) хвойные породы	492,75	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_25_150_6000mm_3_4_sort_gost_26002_83_kamernoy_sushki_khvoynye_porody/
Доска обрезная камерной сушки 25*150*6000мм Отборная 1 сорт Ель 100% дисковый распил (10-15%)	627,75	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_150_6000mm_otbornaya_1_sort_el_100_diskovyy_raspil_10_15_/
Доска обрезная камерной сушки 25*150*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	584,78	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_25_150_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 40*150*3000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	430,20	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_40_150_3000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 40*150*4000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	573,60	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_40_150_4000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 40*150*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	896,40	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_40_150_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*100*3000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	373,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_100_3000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*100*6000мм Отборная 1 сорт Ель 100% дисковый распил (10-15%)	867,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_100_6000mm_otbornaya_1_sort_el_100_diskovyy_raspil_10_15_/
Доска обрезная камерной сушки 50*100*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	807,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_100_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*100*6000мм ель/сосна 3-4 сорт дисковый распил (10-18%)	687,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_50_100_6000mm_3_4_sort_diskovyy_raspil_kamernoy_sushki_el_sosna/
Доска обрезная камерной сушки 50*150*4000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	747,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_150_4000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*150*6000мм Отборная 1 сорт Ель 100% дисковый распил (10-15%)	1210,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_150_6000mm_otbornaya_1_sort_el_100_diskovyy_raspil_10_15_/
Доска обрезная камерной сушки 50*150*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	1075,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_150_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*150*6000мм ель/сосна 3-4 сорт дисковый распил (10-18%)	850,50	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_150_6000mm_el_sosna_3_4_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*200*3000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	687,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_200_3000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*200*4000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	956,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_200_4000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*200*6000 Отборная 1 сорт Ель 100% дисковый распил (10-15%)	1614,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_200_6000_otbornaya_1_sort_el_100_diskovyy_raspil_10_15_/
Доска обрезная камерной сушки 50*200*6000мм ель/сосна 1-2 сорт дисковый распил (10-18%)	1434,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_200_6000mm_el_sosna_1_2_sort_diskovyy_raspil_10_18_/
Доска обрезная камерной сушки 50*200*6000мм ель/сосна 3-4 сорт дисковый распил (10-18%)	1134,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_kamernoy_sushki_50_200_6000mm_el_sosna_3_4_sort_diskovyy_raspil_10_18_/
Доска обрезная толщиной 50мм	657,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_obreznaya/doska_obreznaya_estestvennoy_vlazhnosti_50mm/
Доска строганая камерной сушки 19*90*1000мм сорт АВ ель/сосна (с фаской на углах)	90,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_stroganaya/doska_stroganaya_kamernoy_sushki_19_90_1000mm_sort_av_el_sosna_s_faskoy_na_uglakh/
Доска строганая камерной сушки 20*110*1000мм сорт АВ ель/сосна	139,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_stroganaya/doska_stroganaya_kamernoy_sushki_20_110_1000mm_sort_av_el_sosna/
Доска строганая камерной сушки 20*110*3000мм сорт С ель/сосна	149,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_stroganaya/doska_stroganaya_kamernoy_sushki_20_110_3000mm_sort_s_el_sosna/
Доска строганая камерной сушки 20*120*3000мм ель/сосна сорт АВ	379,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_stroganaya/doska_stroganaya_kamernoy_sushki_20_120_3000mm_el_sosna_sort_av/
Доска строганая камерной сушки 20*120*3000мм сорт АВ Ель (с фаской на углах)	399,00	https://xn--e1alcpii.xn--p1ai/catalog/doska_brus_brusok/doska_stroganaya/doska_stroganaya_kamernoy_sushki_20_120_3000mm_sort_av_el_s_faskoy_na_uglakh/
